id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
34340,1,0,1,0,0,0,0,0,2018,5,2,2,1,0,5,65.0,0,0
34341,1,0,0,2,0,0,0,28,2018,3,18,2,0,0,0,129.0,0,1
34342,3,0,1,2,0,0,1,11,2018,10,15,1,0,0,0,151.2,1,1
34343,2,0,0,3,0,0,0,259,2018,5,10,0,0,0,0,90.0,0,1
34344,2,0,0,2,2,0,0,292,2018,7,21,0,0,0,0,112.0,1,1
34345,1,0,0,1,0,1,0,3,2018,9,28,1,0,0,0,169.0,0,0
34346,2,0,0,4,1,0,0,48,2018,2,10,1,0,0,0,51.09,0,0
34347,1,0,0,1,2,0,0,13,2018,4,8,0,0,0,0,73.0,0,0
34348,2,0,0,3,0,0,0,86,2017,9,4,0,0,0,0,87.5,0,0
34349,2,0,1,3,0,0,0,210,2017,10,8,0,0,0,0,90.0,0,1
34350,2,0,0,2,1,0,0,145,2018,8,26,1,0,0,0,94.5,1,0
34351,2,0,0,3,0,0,1,103,2018,6,17,1,0,0,0,95.88,0,1
34352,3,0,0,4,0,0,1,5,2018,10,30,1,0,0,0,196.0,2,0
34353,2,0,0,3,0,0,0,10,2017,12,11,0,0,0,0,58.0,0,0
34354,1,0,0,1,0,0,0,282,2017,10,10,1,0,0,0,0.0,0,0
34355,2,0,0,3,0,0,0,71,2018,5,10,0,0,0,0,90.0,1,0
34356,1,0,1,2,0,0,0,59,2018,11,14,0,0,0,0,75.0,0,0
34357,2,1,0,2,2,1,0,11,2018,11,2,4,0,0,0,0.0,2,0
34358,2,0,2,2,0,0,0,115,2018,7,27,1,0,0,0,89.25,2,0
34359,2,0,2,3,0,0,0,47,2018,10,16,0,0,0,0,75.0,0,0
34360,2,1,0,2,0,1,0,84,2018,7,15,1,0,0,0,127.8,2,0
34361,2,0,1,1,0,0,0,80,2018,5,2,0,0,0,0,100.0,0,0
34362,2,0,1,2,0,0,0,57,2018,10,16,0,0,0,0,85.5,2,0
34363,2,0,0,3,0,0,0,35,2018,10,19,0,0,0,0,85.0,0,0
34364,2,1,2,1,0,0,0,168,2018,7,31,1,0,0,0,81.08,1,0
34365,2,2,1,1,0,0,3,33,2018,10,1,1,0,0,0,215.55,4,0
34366,1,0,0,2,1,0,0,66,2018,10,20,1,0,0,0,119.0,3,0
34367,2,2,1,3,0,0,3,11,2018,3,11,1,0,0,0,189.0,0,1
34368,2,0,1,2,1,0,0,94,2018,11,29,1,0,0,0,72.25,3,0
34369,2,0,1,2,0,0,0,207,2018,12,4,0,0,0,0,161.67,0,0
34370,1,0,5,11,0,0,0,115,2018,2,27,0,0,0,0,60.0,1,0
34371,2,0,2,2,1,0,0,115,2018,2,27,1,0,0,0,80.75,1,0
34372,1,0,2,2,0,0,0,65,2017,9,11,1,0,0,0,118.14,0,0
34373,1,0,0,2,0,0,0,12,2017,11,5,2,1,0,1,65.0,0,0
34374,2,0,1,4,0,0,0,74,2018,5,2,0,0,0,0,80.75,1,0
34375,1,0,2,5,0,0,1,181,2018,8,4,1,0,0,0,129.7,2,1
34376,1,0,2,3,0,0,0,14,2017,9,26,0,0,0,0,57.92,0,0
34377,2,0,0,3,2,0,0,1,2018,9,29,2,0,0,0,146.0,1,1
34378,2,0,0,3,0,0,0,104,2018,5,11,1,0,0,0,126.9,1,0
34379,1,0,1,0,0,0,0,263,2017,9,21,0,0,0,0,67.0,0,0
34380,2,0,0,2,0,0,0,117,2018,8,9,1,0,0,0,114.3,1,0
34381,2,0,0,3,0,0,2,95,2018,4,14,1,0,0,0,86.52,1,0
34382,1,0,2,2,0,0,0,163,2018,6,5,0,0,0,0,100.0,0,0
34383,2,0,0,4,0,0,0,95,2018,7,19,0,0,0,0,79.56,0,0
34384,2,0,1,1,0,0,0,275,2018,4,4,0,0,0,0,62.8,0,1
34385,2,0,4,10,0,0,0,146,2018,7,20,1,0,0,0,91.98,0,1
34386,1,0,2,2,0,0,0,76,2018,3,30,1,0,0,0,89.7,1,1
34387,2,0,0,3,0,0,0,2,2017,12,24,0,0,0,0,66.88,0,0
34388,2,0,1,3,0,0,0,41,2018,12,27,0,0,0,0,65.0,0,0
34389,2,0,1,4,2,0,0,100,2018,9,28,0,0,0,0,160.0,0,0
34390,3,0,1,3,0,0,1,49,2018,8,15,1,0,0,0,168.3,0,1
34391,1,0,0,1,0,0,0,77,2017,9,16,1,0,0,0,85.5,1,0
34392,2,0,0,4,0,0,0,138,2018,7,10,1,0,0,0,97.33,1,1
34393,3,0,0,2,0,0,1,56,2018,11,6,1,0,0,0,194.5,0,1
34394,2,0,2,0,2,0,0,117,2018,8,1,1,0,0,0,94.5,0,1
34395,1,0,0,1,0,0,0,73,2018,10,28,0,0,0,0,90.0,0,0
34396,2,0,1,1,1,0,0,80,2018,4,25,0,0,0,0,85.0,0,0
34397,3,0,0,2,0,0,1,55,2018,7,30,1,0,0,0,142.2,0,0
34398,2,0,0,2,0,0,0,1,2017,9,15,1,0,0,0,169.33,0,0
34399,2,0,1,2,0,0,0,34,2018,3,25,0,0,0,0,65.0,0,0
34400,3,0,1,2,0,0,1,51,2018,7,17,1,0,0,0,142.2,1,0
34401,2,0,0,3,0,0,0,5,2017,12,9,0,0,0,0,58.0,0,0
34402,0,2,0,2,0,0,2,44,2017,9,15,1,0,0,0,127.39,2,0
34403,3,0,1,4,0,0,1,160,2018,8,7,1,0,0,0,130.05,0,1
34404,2,0,1,3,0,0,1,119,2018,10,16,1,0,0,0,129.96,2,0
34405,3,0,0,5,0,0,1,50,2018,7,5,1,0,0,0,150.3,0,1
34406,2,1,1,1,2,0,0,184,2018,8,6,1,0,0,0,164.25,2,1
34407,2,0,0,4,0,0,0,259,2018,12,7,1,0,0,0,73.95,1,0
34408,2,0,2,5,0,0,0,153,2018,8,8,0,0,0,0,72.25,1,1
34409,2,0,0,2,0,0,0,37,2018,9,30,0,0,0,0,95.0,0,0
34410,2,0,2,2,0,0,0,98,2018,10,30,1,0,0,0,90.45,1,1
34411,1,0,0,2,0,0,0,1,2017,12,10,4,1,0,1,0.0,0,0
34412,2,1,2,1,0,0,0,121,2018,12,24,1,0,0,0,109.8,2,1
34413,2,0,0,1,0,0,1,2,2017,9,2,4,0,0,0,0.0,1,0
34414,3,0,2,1,0,0,1,33,2018,3,24,1,0,0,0,131.4,2,0
34415,3,0,0,4,0,0,0,174,2018,7,31,1,0,0,0,131.58,2,1
34416,2,0,2,3,0,0,1,63,2018,12,3,1,0,0,0,102.9,0,0
34417,2,0,1,2,0,0,0,118,2018,6,6,0,0,0,0,110.0,0,0
34418,1,0,0,2,0,0,1,1,2018,3,8,2,0,0,0,75.0,0,0
34419,1,0,1,3,0,0,0,118,2018,6,6,0,0,0,0,80.0,0,0
34420,2,0,1,3,0,0,0,85,2018,7,3,0,0,0,0,72.25,1,0
34421,2,0,2,2,0,0,1,86,2018,10,30,1,0,0,0,104.4,0,1
34422,2,0,1,2,0,0,0,305,2018,11,16,0,0,0,0,89.0,0,1
34423,2,0,1,2,0,0,0,49,2018,5,9,0,0,0,0,85.5,0,0
34424,1,0,1,2,0,0,0,8,2017,8,5,1,0,0,0,148.67,0,1
34425,3,0,2,1,0,0,0,220,2018,10,29,0,0,0,0,105.4,2,1
34426,2,0,0,4,0,0,0,148,2018,6,28,1,0,0,0,90.9,0,1
34427,1,0,0,1,0,0,4,53,2018,9,28,0,0,0,0,120.0,0,0
34428,2,0,0,2,0,0,0,154,2018,10,8,0,0,0,0,80.75,0,0
34429,1,0,1,3,0,0,0,59,2018,5,19,2,1,1,8,65.0,0,0
34430,1,0,0,1,2,0,0,13,2018,4,26,0,0,0,0,73.0,0,0
34431,2,0,0,4,1,0,0,191,2018,8,30,1,0,0,0,84.43,1,0
34432,2,3,0,1,0,0,2,1,2017,12,10,4,0,0,0,0.0,0,0
34433,2,0,1,2,0,0,1,124,2018,7,17,1,0,0,0,137.7,2,0
34434,2,0,0,4,0,0,0,124,2018,5,4,1,0,0,0,99.45,0,0
34435,2,0,1,2,0,0,1,100,2018,10,26,1,0,0,0,101.87,1,1
34436,2,1,1,0,0,0,0,44,2018,4,1,1,0,0,0,96.3,2,0
34437,1,0,3,6,1,0,0,56,2018,2,5,0,0,0,0,64.75,0,1
34438,2,0,1,2,0,0,0,163,2018,9,14,1,0,0,0,126.9,0,1
34439,2,0,0,2,1,0,0,104,2017,10,6,1,0,0,0,114.0,1,1
34440,2,0,2,3,0,0,1,139,2018,7,27,1,0,0,0,116.45,0,0
34441,1,0,0,1,0,0,0,95,2018,4,12,1,0,0,0,90.9,1,0
34442,1,0,2,2,0,0,0,1,2018,2,28,0,0,0,0,60.0,0,1
34443,2,0,2,3,0,0,0,166,2018,6,19,1,0,0,0,100.3,2,1
34444,2,0,0,2,0,0,0,204,2017,10,5,0,0,0,0,100.0,0,1
34445,1,0,0,1,0,1,0,0,2018,3,1,2,1,0,2,65.0,0,0
34446,3,0,2,5,0,0,0,68,2018,7,11,1,0,0,0,131.26,1,1
34447,1,0,1,3,0,0,0,3,2018,2,10,0,0,0,0,77.0,0,0
34448,2,0,0,4,0,0,1,81,2018,5,19,1,0,0,0,132.6,1,0
34449,2,0,0,1,2,0,5,3,2017,9,17,4,1,0,1,0.0,1,0
34450,2,1,0,2,0,0,0,48,2018,2,20,0,0,0,0,130.0,2,0
34451,2,0,2,1,0,0,0,90,2018,5,13,0,0,0,0,80.75,0,0
34452,2,0,1,0,1,0,0,220,2018,9,29,1,0,0,0,85.5,0,1
34453,1,0,0,1,0,0,0,55,2018,7,7,2,1,0,1,79.0,0,0
34454,2,0,2,1,0,0,0,23,2018,2,21,0,0,0,0,38.67,0,0
34455,2,0,1,2,0,0,0,68,2017,9,4,0,0,0,0,65.0,0,0
34456,2,0,1,3,0,0,1,160,2018,7,7,1,0,0,0,138.55,0,1
34457,1,0,0,3,0,0,0,6,2018,12,28,2,1,6,58,65.0,0,0
34458,2,0,2,6,1,0,0,175,2018,7,1,1,0,0,0,94.5,1,0
34459,2,0,0,2,0,0,0,224,2018,12,2,0,0,0,0,65.0,0,0
34460,2,0,1,0,1,0,0,62,2018,3,20,1,0,0,0,67.5,0,1
34461,2,0,2,1,2,0,1,12,2018,10,29,1,0,0,0,196.0,2,0
34462,3,0,2,1,0,0,0,200,2018,8,20,0,0,0,0,96.9,1,0
34463,2,0,1,5,0,0,1,9,2018,2,22,1,0,0,0,62.83,1,0
34464,2,0,0,2,2,0,0,315,2018,9,30,0,0,0,0,115.0,1,1
34465,2,1,0,1,0,0,0,159,2018,9,1,1,0,0,0,143.55,2,1
34466,2,0,2,2,0,0,1,62,2018,9,4,1,0,0,0,139.5,1,0
34467,1,0,1,0,0,0,0,85,2018,12,3,1,0,0,0,98.0,1,0
34468,3,0,0,3,0,0,1,53,2018,3,31,1,0,0,0,123.3,2,0
34469,2,1,0,2,0,0,0,30,2018,11,18,1,0,0,0,109.8,0,1
34470,2,0,1,4,0,0,0,104,2018,4,22,1,0,0,0,82.45,0,0
34471,1,0,1,3,0,0,1,253,2018,10,2,1,0,0,0,140.4,1,1
34472,2,2,0,3,0,0,3,13,2017,12,7,1,0,0,0,147.9,1,0
34473,2,0,1,2,0,0,0,141,2018,9,20,0,0,0,0,90.0,0,1
34474,1,0,0,4,0,0,0,336,2018,9,21,0,0,0,0,78.0,0,0
34475,1,0,1,3,0,0,0,118,2018,6,6,0,0,0,0,110.0,0,0
34476,2,0,2,2,0,0,0,44,2018,10,22,0,0,0,0,75.0,0,0
34477,2,0,1,3,0,0,0,104,2018,12,8,1,0,0,0,88.4,0,0
34478,2,1,0,4,2,0,0,21,2018,3,23,1,0,0,0,129.75,1,1
34479,2,0,1,1,0,0,0,65,2018,8,12,0,0,0,0,85.0,0,0
34480,2,1,2,0,0,0,0,68,2018,10,16,1,0,0,0,118.8,2,0
34481,2,0,0,4,2,0,0,377,2018,10,14,0,0,0,0,115.0,1,1
34482,1,0,0,1,1,1,0,4,2018,9,1,1,0,0,0,162.33,2,0
34483,2,0,2,2,0,0,0,60,2018,4,8,0,0,0,0,75.0,1,0
34484,2,0,2,2,0,0,2,16,2018,12,4,1,0,0,0,102.88,2,0
34485,2,0,0,3,0,0,0,265,2018,6,24,0,0,0,0,115.0,1,1
34486,2,0,2,2,0,0,1,65,2018,12,5,1,0,0,0,96.9,2,0
34487,2,0,0,2,0,0,0,96,2017,9,23,1,0,0,0,71.4,0,0
34488,2,1,0,2,0,0,0,156,2018,8,23,1,0,0,0,121.5,0,1
34489,2,0,0,5,0,0,0,140,2017,11,13,0,0,0,0,70.0,0,0
34490,2,0,1,0,0,0,0,49,2018,5,9,0,0,0,0,85.5,0,0
34491,1,0,0,1,0,1,0,0,2018,2,10,2,1,0,4,69.0,0,0
34492,2,0,1,3,0,0,0,105,2018,6,27,1,0,0,0,80.75,0,1
34493,2,0,4,6,0,0,0,178,2018,8,16,1,0,0,0,99.45,1,1
34494,2,0,0,2,0,0,0,187,2018,8,6,1,0,0,0,105.3,0,1
34495,2,0,0,2,0,0,0,37,2018,9,15,0,0,0,0,105.0,0,0
34496,2,0,2,2,0,0,0,74,2018,7,16,0,0,0,0,81.25,0,0
34497,2,0,2,5,0,0,1,37,2018,5,10,1,0,0,0,140.4,0,1
34498,2,0,0,5,0,0,1,130,2018,12,27,1,0,0,0,103.46,0,0
34499,1,0,0,1,1,0,0,138,2018,11,12,1,0,0,0,79.2,1,1
34500,2,0,0,1,0,0,0,112,2018,6,16,1,0,0,0,140.4,1,0
34501,2,0,2,2,0,0,0,132,2018,6,9,1,0,0,0,100.3,0,1
34502,1,0,0,3,0,0,0,151,2018,1,19,0,0,0,0,71.0,0,1
34503,2,1,1,0,0,0,0,7,2018,3,21,1,0,0,0,127.0,2,0
34504,2,0,2,4,0,0,0,33,2018,1,15,1,0,0,0,55.59,1,0
34505,2,0,0,2,1,0,0,142,2018,7,20,1,0,0,0,85.5,1,0
34506,2,0,0,2,0,0,1,95,2018,5,4,1,0,0,0,132.6,1,0
34507,2,0,2,3,0,0,0,90,2017,8,8,1,0,0,0,76.5,0,1
34508,2,0,2,5,0,0,1,230,2018,9,6,1,0,0,0,137.0,0,1
34509,1,0,2,2,0,0,0,2,2018,2,14,2,1,0,1,66.0,0,0
34510,2,0,0,1,0,0,0,1,2018,10,13,0,0,0,0,105.0,0,0
34511,2,0,0,3,0,0,0,70,2018,6,4,0,0,0,0,80.0,0,0
34512,2,0,1,3,0,0,0,130,2018,6,7,1,0,0,0,109.65,1,0
34513,2,0,1,0,0,0,0,185,2018,7,30,1,0,0,0,96.3,1,1
34514,2,0,0,5,0,0,0,200,2018,9,21,1,0,0,0,76.5,3,0
34515,2,0,0,2,1,0,0,158,2018,7,16,1,0,0,0,75.6,1,1
34516,2,0,0,4,0,0,0,184,2018,8,17,1,0,0,0,102.3,1,1
34517,2,0,2,2,0,0,0,166,2018,8,26,1,0,0,0,90.95,0,1
34518,2,0,1,2,0,0,2,124,2018,7,25,1,0,0,0,97.54,0,1
34519,3,0,0,3,0,0,0,105,2018,12,22,1,0,0,0,95.37,1,0
34520,2,2,2,1,0,0,3,10,2018,12,28,1,0,0,0,174.0,0,1
34521,2,0,0,2,0,0,0,119,2018,4,7,0,0,0,0,71.0,1,0
34522,1,0,0,2,2,0,0,74,2017,9,18,0,0,0,0,75.0,0,0
34523,2,0,0,2,0,0,1,119,2017,8,26,0,0,0,0,72.25,2,0
34524,1,0,0,2,0,0,0,22,2017,11,20,0,0,0,0,73.0,0,0
34525,2,0,1,2,0,0,0,5,2017,10,18,0,0,0,0,114.0,0,0
34526,2,1,2,3,0,0,1,44,2017,10,31,1,0,0,0,104.63,1,0
34527,2,0,0,2,0,0,0,188,2018,7,15,1,0,0,0,105.3,0,1
34528,1,0,1,0,0,0,0,28,2017,10,19,0,0,0,0,77.0,0,0
34529,2,0,0,1,0,0,1,38,2018,10,11,1,0,0,0,157.5,1,0
34530,2,0,1,4,0,0,1,109,2018,8,8,1,0,0,0,127.8,0,1
34531,2,0,2,1,0,0,0,125,2017,8,8,1,0,0,0,76.5,1,0
34532,1,0,2,4,0,0,1,199,2018,10,28,1,0,0,0,128.7,0,1
34533,2,0,2,2,0,0,0,208,2018,10,30,1,0,0,0,80.75,1,1
34534,2,0,2,4,0,0,0,14,2017,12,27,0,0,0,0,55.0,0,0
34535,2,0,2,2,0,0,0,3,2017,8,12,0,0,0,0,65.0,0,0
34536,2,0,0,2,0,0,0,117,2018,10,5,1,0,0,0,114.3,2,0
34537,2,0,2,2,0,0,0,204,2018,5,5,0,0,0,0,100.0,0,1
34538,2,1,1,4,0,0,0,6,2018,11,7,1,0,0,0,147.2,3,0
34539,2,1,2,3,0,0,0,207,2018,8,31,1,0,0,0,106.25,0,1
34540,2,0,2,2,0,0,0,107,2017,8,12,1,0,0,0,76.5,0,0
34541,2,1,1,3,0,0,1,44,2018,10,28,1,0,0,0,104.48,1,0
34542,3,1,1,0,0,0,3,12,2018,10,30,1,0,0,0,202.88,1,1
34543,2,0,0,4,0,0,0,259,2018,5,5,0,0,0,0,90.0,0,1
34544,2,0,2,5,0,0,0,109,2018,7,28,0,0,0,0,72.25,2,0
34545,2,0,2,0,0,0,0,132,2018,5,3,1,0,0,0,114.75,0,1
34546,2,0,0,3,0,0,1,24,2018,9,22,1,0,0,0,159.0,0,1
34547,2,0,1,1,0,0,1,71,2018,9,4,1,0,0,0,168.3,0,1
34548,1,0,0,1,0,0,0,0,2018,12,16,2,1,0,2,65.0,1,0
34549,1,0,2,5,0,0,0,24,2018,9,29,1,0,0,0,122.0,2,1
34550,2,0,2,1,0,0,0,107,2018,8,21,0,0,0,0,81.25,0,0
34551,2,0,0,1,0,0,0,28,2018,10,20,0,0,0,0,130.0,0,0
34552,2,0,2,8,0,0,1,110,2018,9,3,1,0,0,0,149.4,1,1
34553,1,0,0,1,0,0,0,22,2017,11,17,0,0,0,0,62.0,0,0
34554,2,0,0,1,0,0,0,60,2018,11,18,0,0,0,0,75.0,0,0
34555,3,0,1,3,0,0,1,84,2018,10,16,1,0,0,0,151.2,2,0
34556,2,0,4,5,0,0,0,142,2018,6,25,1,0,0,0,104.21,0,1
34557,3,0,2,2,0,0,0,133,2018,7,16,1,0,0,0,137.7,2,0
34558,2,0,0,4,1,0,0,167,2018,7,6,1,0,0,0,80.75,0,1
34559,2,0,1,3,0,0,0,91,2018,4,4,0,0,0,0,80.0,0,1
34560,1,0,0,2,0,0,0,6,2017,12,10,0,0,0,0,75.0,0,0
34561,2,0,0,2,2,0,0,14,2017,8,29,0,0,0,0,109.0,0,0
34562,2,0,0,2,0,0,0,86,2018,9,24,0,0,0,0,105.0,0,0
34563,1,0,0,3,2,0,0,7,2018,5,5,0,0,0,0,91.0,0,0
34564,2,0,2,5,0,0,0,237,2018,8,17,1,0,0,0,90.95,0,1
34565,2,0,2,2,0,0,1,224,2018,9,23,1,0,0,0,109.31,1,0
34566,2,0,0,1,0,0,1,0,2018,9,30,1,0,0,0,205.0,2,0
34567,2,0,2,2,1,0,0,88,2018,11,7,1,0,0,0,161.15,0,1
34568,2,2,0,2,0,0,3,26,2018,4,18,1,0,0,0,177.3,0,1
34569,3,0,1,2,0,0,1,94,2018,8,14,1,0,0,0,152.7,0,1
34570,1,0,0,2,0,0,0,74,2017,10,22,1,0,0,0,72.25,3,0
34571,2,0,1,3,0,0,2,56,2018,3,28,1,0,0,0,85.85,1,1
34572,3,0,0,4,0,0,1,55,2018,7,12,1,0,0,0,159.3,0,0
34573,2,0,0,4,0,0,1,43,2017,11,1,0,0,0,0,60.0,0,0
34574,2,0,2,2,0,0,0,94,2017,7,4,1,0,0,0,55.96,0,1
34575,2,0,2,3,1,0,0,88,2018,12,3,1,0,0,0,88.0,0,1
34576,2,0,0,2,0,0,0,256,2018,6,15,0,0,0,0,110.0,0,1
34577,2,0,1,2,0,0,0,273,2018,6,24,1,0,0,0,94.5,0,1
34578,2,0,2,3,0,0,1,122,2018,5,9,1,0,0,0,108.29,0,0
34579,2,0,2,2,1,0,0,56,2018,3,20,1,0,0,0,62.18,1,0
34580,2,0,1,2,0,0,0,302,2018,9,16,0,0,0,0,100.0,1,1
34581,2,0,0,2,0,0,0,155,2018,7,16,1,0,0,0,105.3,1,1
34582,2,0,0,2,1,0,0,194,2018,9,8,1,0,0,0,87.13,0,1
34583,2,0,2,5,0,0,3,196,2018,12,21,1,0,0,0,136.72,1,1
34584,2,0,2,4,1,0,0,134,2018,8,7,1,0,0,0,94.5,0,1
34585,2,0,0,2,0,0,0,124,2018,8,8,1,0,0,0,105.3,0,0
34586,1,0,0,3,0,0,0,73,2018,11,24,0,0,0,0,67.83,0,0
34587,2,0,1,2,0,0,0,111,2018,8,12,1,0,0,0,107.1,1,0
34588,3,0,0,3,0,1,1,4,2018,8,2,1,0,0,0,167.0,2,0
34589,1,0,1,0,0,0,0,3,2018,7,12,2,1,1,6,65.0,0,0
34590,2,2,0,3,2,0,3,38,2018,11,10,1,0,0,0,237.75,2,0
34591,2,0,0,3,2,0,0,43,2017,12,31,0,0,0,0,137.33,0,0
34592,2,0,1,1,0,0,0,188,2018,8,13,1,0,0,0,105.3,1,0
34593,1,0,1,1,0,0,0,5,2018,5,16,2,1,1,11,98.32,0,0
34594,2,0,0,3,0,0,1,28,2018,5,18,1,0,0,0,156.0,0,1
34595,3,0,2,3,0,0,0,90,2018,12,22,1,0,0,0,127.71,3,0
34596,2,0,0,4,0,0,0,179,2018,7,27,1,0,0,0,90.95,0,1
34597,2,0,0,1,0,0,0,151,2018,9,15,1,0,0,0,126.9,2,1
34598,2,0,0,1,0,0,0,19,2018,10,27,0,0,0,0,95.0,0,1
34599,1,0,0,1,0,0,0,5,2017,10,12,0,0,0,0,75.0,0,0
34600,3,0,1,3,0,0,1,159,2018,8,19,1,0,0,0,130.05,0,1
34601,2,0,0,3,2,0,0,150,2018,6,29,0,0,0,0,90.0,1,0
34602,2,1,0,1,0,0,0,27,2018,2,12,1,0,0,0,109.0,0,1
34603,2,0,1,0,0,0,0,87,2018,12,18,0,0,0,0,75.0,1,0
34604,2,0,2,3,0,0,0,44,2017,12,24,0,0,0,0,66.24,0,0
34605,2,0,0,3,0,0,0,43,2018,11,4,0,0,0,0,75.0,1,0
34606,2,0,3,6,0,0,0,314,2018,12,26,1,0,0,0,68.66,0,1
34607,2,0,0,1,0,0,0,103,2018,11,19,1,0,0,0,90.0,0,1
34608,2,0,0,2,0,1,1,3,2018,4,21,1,0,0,0,124.0,0,0
34609,2,0,2,5,0,0,0,169,2018,8,22,0,0,0,0,72.25,0,0
34610,2,0,2,1,0,0,0,138,2017,8,22,1,0,0,0,105.5,1,0
34611,2,0,2,1,0,0,0,180,2018,10,1,1,0,0,0,108.9,0,1
34612,2,0,2,2,0,0,0,161,2018,3,25,1,0,0,0,130.0,0,1
34613,1,0,1,1,0,0,0,89,2018,10,3,1,0,0,0,113.4,2,0
34614,2,0,1,1,2,0,0,5,2017,9,19,0,0,0,0,116.0,0,0
34615,2,0,2,0,2,0,0,75,2018,10,30,0,0,0,0,105.0,1,0
34616,2,0,1,2,0,0,0,224,2017,5,2,0,0,0,0,65.0,0,0
34617,2,0,1,3,0,0,0,171,2018,9,7,1,0,0,0,119.85,0,1
34618,2,0,1,0,1,0,0,155,2018,7,7,1,0,0,0,103.5,0,1
34619,2,0,2,3,0,0,0,122,2018,5,8,0,0,0,0,85.0,0,0
34620,2,0,1,4,1,0,0,187,2018,8,29,1,0,0,0,89.25,0,1
34621,2,0,2,2,0,0,0,115,2018,12,26,1,0,0,0,88.4,0,1
34622,3,0,0,3,0,0,1,147,2018,7,14,1,0,0,0,137.7,1,0
34623,2,1,2,2,0,0,0,64,2018,4,27,1,0,0,0,115.03,2,0
34624,1,0,0,1,0,0,0,0,2017,11,18,2,1,1,2,79.0,0,0
34625,2,0,1,1,0,0,0,105,2018,6,11,1,0,0,0,126.9,0,1
34626,2,0,1,3,0,0,0,226,2018,8,29,1,0,0,0,90.95,1,0
34627,1,0,0,2,2,0,0,34,2017,10,11,0,0,0,0,80.0,0,0
34628,2,0,0,4,0,0,0,129,2018,6,2,1,0,0,0,126.9,1,0
34629,2,0,1,5,0,0,0,168,2018,8,22,0,0,0,0,72.25,0,1
34630,2,0,2,1,0,0,0,109,2018,5,30,0,0,0,0,80.75,0,0
34631,2,1,0,1,0,0,0,0,2018,8,18,1,0,0,0,159.0,2,0
34632,2,0,2,4,0,0,1,96,2018,4,27,1,0,0,0,99.45,0,1
34633,2,0,0,2,0,0,0,19,2018,9,27,1,0,0,0,169.0,1,1
34634,3,0,2,2,0,0,1,64,2018,7,23,1,0,0,0,139.5,0,1
34635,2,0,1,3,0,0,2,96,2018,5,2,1,0,0,0,112.01,0,1
34636,1,0,1,1,0,0,0,122,2018,4,15,0,0,0,0,85.0,0,1
34637,2,0,1,3,2,0,0,80,2018,9,26,0,0,0,0,106.25,0,0
34638,1,0,0,1,0,0,0,92,2018,7,5,1,0,0,0,131.4,2,0
34639,2,0,1,2,0,0,0,93,2018,6,3,0,0,0,0,80.75,0,0
34640,2,2,2,2,0,0,3,59,2018,6,17,1,0,0,0,156.3,1,1
34641,2,0,1,2,0,0,0,48,2018,9,14,0,0,0,0,130.0,0,0
34642,2,0,2,2,2,0,1,15,2018,4,14,1,0,0,0,144.5,0,0
34643,2,0,0,2,0,0,0,53,2018,10,14,0,0,0,0,120.0,0,0
34644,2,0,0,3,0,0,0,8,2018,3,1,0,0,0,0,56.0,0,0
34645,2,0,1,2,0,0,0,267,2018,9,30,0,0,0,0,110.0,0,1
34646,1,0,0,1,0,0,0,113,2018,5,31,0,0,0,0,100.0,0,0
34647,1,0,0,2,0,0,0,37,2018,6,15,1,0,0,0,126.9,0,1
34648,3,0,2,2,0,0,1,22,2018,4,19,1,0,0,0,152.6,2,0
34649,2,0,1,2,0,0,0,187,2018,9,16,0,0,0,0,80.75,0,1
34650,2,0,0,3,0,0,0,118,2018,11,3,1,0,0,0,90.0,1,1
34651,1,0,2,1,0,0,0,1,2018,3,28,0,0,0,0,60.0,0,1
34652,2,0,1,3,1,0,0,113,2018,9,5,1,0,0,0,118.8,1,1
34653,2,0,0,1,0,0,0,105,2018,4,6,1,0,0,0,82.45,1,0
34654,2,0,2,3,0,0,0,59,2018,1,28,0,0,0,0,80.2,1,0
34655,2,0,1,3,1,0,0,133,2018,7,11,1,0,0,0,70.04,0,0
34656,2,0,2,2,0,0,0,111,2018,12,23,1,0,0,0,88.4,1,0
34657,2,0,1,3,0,0,0,249,2018,9,22,1,0,0,0,80.75,0,1
34658,2,0,0,4,0,0,0,157,2018,7,27,1,0,0,0,90.95,0,0
34659,3,0,2,2,0,0,1,165,2018,7,21,1,0,0,0,130.05,2,1
34660,2,0,1,2,0,0,1,125,2018,9,15,1,0,0,0,143.1,0,1
34661,1,0,0,3,0,0,0,40,2018,6,21,1,0,0,0,94.5,0,0
34662,2,0,2,2,1,0,0,180,2018,9,30,1,0,0,0,102.6,0,1
34663,3,0,0,3,0,0,1,160,2018,7,14,1,0,0,0,137.7,0,1
34664,2,0,1,1,0,0,0,145,2018,6,27,1,0,0,0,96.3,0,1
34665,2,1,1,0,2,0,3,56,2018,6,20,1,0,0,0,162.35,0,1
34666,2,0,0,3,0,0,0,44,2018,11,8,0,0,0,0,75.0,0,0
34667,2,0,0,1,2,0,0,55,2018,6,7,0,0,0,0,104.0,0,0
34668,2,0,1,2,0,0,1,57,2017,11,11,0,0,0,0,60.0,1,0
